,Date,Longitude,Latitude,Temp
126,2023-04-02,-119.0,48.25,277.874
127,2023-04-02,-119.0,48.5,273.974
128,2023-04-02,-119.0,48.75,273.274
129,2023-04-02,-119.0,49.0,275.461
130,2023-04-03,-122.0,48.0,278.95
131,2023-04-03,-122.0,48.25,277.13
132,2023-04-03,-122.0,48.5,276.897
133,2023-04-03,-122.0,48.75,274.697
134,2023-04-03,-122.0,49.0,276.197
135,2023-04-03,-121.75,48.0,275.58
136,2023-04-03,-121.75,48.25,275.497
137,2023-04-03,-121.75,48.5,276.897
138,2023-04-03,-121.75,48.75,273.197
139,2023-04-03,-121.75,49.0,271.997
140,2023-04-03,-121.5,48.0,272.45
141,2023-04-03,-121.5,48.25,275.197
142,2023-04-03,-121.5,48.5,275.697
143,2023-04-03,-121.5,48.75,272.797
144,2023-04-03,-121.5,49.0,270.997
145,2023-04-03,-121.25,48.0,270.997
146,2023-04-03,-121.25,48.25,271.7
147,2023-04-03,-121.25,48.5,272.097
148,2023-04-03,-121.25,48.75,272.297
149,2023-04-03,-121.25,49.0,272.397
150,2023-04-03,-121.0,48.0,270.697
151,2023-04-03,-121.0,48.25,269.52
152,2023-04-03,-121.0,48.5,270.097
153,2023-04-03,-121.0,48.75,272.197
154,2023-04-03,-121.0,49.0,273.397
155,2023-04-03,-120.75,48.0,272.197
156,2023-04-03,-120.75,48.25,270.897
157,2023-04-03,-120.75,48.5,270.097
158,2023-04-03,-120.75,48.75,269.997
159,2023-04-03,-120.75,49.0,270.897
160,2023-04-03,-120.5,48.0,272.697
161,2023-04-03,-120.5,48.25,271.997
162,2023-04-03,-120.5,48.5,271.897
163,2023-04-03,-120.5,48.75,270.397
164,2023-04-03,-120.5,49.0,269.997
165,2023-04-03,-120.25,48.0,275.897
166,2023-04-03,-120.25,48.25,275.297
167,2023-04-03,-120.25,48.5,275.997
168,2023-04-03,-120.25,48.75,271.397
169,2023-04-03,-120.25,49.0,268.397
170,2023-04-03,-120.0,48.0,279.697
171,2023-04-03,-120.0,48.25,278.897
172,2023-04-03,-120.0,48.5,273.797
173,2023-04-03,-120.0,48.75,270.897
174,2023-04-03,-120.0,49.0,268.997
175,2023-04-03,-119.75,48.0,280.397
176,2023-04-03,-119.75,48.25,279.997
177,2023-04-03,-119.75,48.5,275.797
178,2023-04-03,-119.75,48.75,274.497
179,2023-04-03,-119.75,49.0,274.997
180,2023-04-03,-119.5,48.0,280.197
181,2023-04-03,-119.5,48.25,280.497
182,2023-04-03,-119.5,48.5,280.197
183,2023-04-03,-119.5,48.75,280.597
184,2023-04-03,-119.5,49.0,280.197
185,2023-04-03,-119.25,48.0,280.197
186,2023-04-03,-119.25,48.25,279.697
187,2023-04-03,-119.25,48.5,276.697
188,2023-04-03,-119.25,48.75,277.597
189,2023-04-03,-119.25,49.0,276.697
190,2023-04-03,-119.0,48.0,280.297
191,2023-04-03,-119.0,48.25,278.697
192,2023-04-03,-119.0,48.5,275.697
193,2023-04-03,-119.0,48.75,274.697
194,2023-04-03,-119.0,49.0,276.697
195,2023-04-04,-122.0,48.0,281.025
196,2023-04-04,-122.0,48.25,278.425
197,2023-04-04,-122.0,48.5,277.225
198,2023-04-04,-122.0,48.75,275.425
199,2023-04-04,-122.0,49.0,278.725
